web_1    | 2022-02-28T01:59:58.314932970Z [info] Sent 204 in 3ms
web_1    | 2022-02-28T02:02:48.470977789Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.471329160Z [info] Sent 204 in 313µs
web_1    | 2022-02-28T02:02:48.471344762Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.472430939Z [info] Sent 204 in 891µs
web_1    | 2022-02-28T02:02:48.474249702Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.475856289Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.475872739Z [info] Sent 204 in 151µs
web_1    | 2022-02-28T02:02:48.475878953Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.475884336Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.475889472Z [info] Sent 204 in 205µs
web_1    | 2022-02-28T02:02:48.475906680Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:02:48.477191814Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.477208003Z [info] Sent 204 in 164µs
web_1    | 2022-02-28T02:02:48.520702223Z [error] Failed handling telegram webhook with false, answering 204
web_1    | 2022-02-28T02:02:48.520732822Z [error] Failed handling telegram webhook with false, answering 204
web_1    | 2022-02-28T02:02:48.520738994Z [info] Sent 204 in 46ms
web_1    | 2022-02-28T02:02:48.520744266Z [info] Sent 204 in 52ms
web_1    | 2022-02-28T02:02:48.585811442Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.586461482Z [info] Sent 204 in 703µs
web_1    | 2022-02-28T02:02:48.589984740Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.590885765Z [info] Sent 204 in 220µs
web_1    | 2022-02-28T02:02:48.591203990Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.600761638Z [info] Sent 204 in 579µs
web_1    | 2022-02-28T02:02:48.600774574Z [info] POST https://api.telegram.org/bot1993314727:AAHkFDgqq-NWCOW04DlnD1sZ78iRGgoig9w/sendMessage -> 200 (719.939 ms)
web_1    | 2022-02-28T02:02:48.609909105Z [debug] 
web_1    | 2022-02-28T02:02:48.609921434Z >>> REQUEST >>>
web_1    | 2022-02-28T02:02:48.609925445Z (no query)
web_1    | 2022-02-28T02:02:48.609929004Z content-type: application/json
web_1    | 2022-02-28T02:02:48.609932553Z 
web_1    | 2022-02-28T02:02:48.609936303Z {"chat_id":-1001754214575,"parse_mode":"HTML","text":"<b>Darley</b> escutou <i>27</i> vezes:\n\n<a href=\"https://lastfm.freetls.fastly.net/i/u/300x300/6654e8b6d2980a25362eb08a3faccdc0.jpg\">🎶</a> <b>Fear of Dying</b>\n💿 Fear of Dying\n👥 Poppy\n❤️"}
web_1    | 2022-02-28T02:02:48.609945723Z 
web_1    | 2022-02-28T02:02:48.609949436Z <<< RESPONSE <<<
web_1    | 2022-02-28T02:02:48.609953183Z connection: keep-alive
web_1    | 2022-02-28T02:02:48.609956590Z date: Mon, 28 Feb 2022 02:02:48 GMT
web_1    | 2022-02-28T02:02:48.609975083Z server: nginx/1.18.0
web_1    | 2022-02-28T02:02:48.609978656Z content-length: 665
web_1    | 2022-02-28T02:02:48.609982034Z content-type: application/json
web_1    | 2022-02-28T02:02:48.609985449Z strict-transport-security: max-age=31536000; includeSubDomains; preload
web_1    | 2022-02-28T02:02:48.609988957Z access-control-allow-origin: *
web_1    | 2022-02-28T02:02:48.609992472Z access-control-allow-methods: GET, POST, OPTIONS
web_1    | 2022-02-28T02:02:48.609996007Z access-control-expose-headers: Content-Length,Content-Type,Date,Server,Connection
web_1    | 2022-02-28T02:02:48.610000374Z 
web_1    | 2022-02-28T02:02:48.610004027Z {"ok":true,"result":{"message_id":5508,"from":{"id":1993314727,"is_bot":true,"first_name":"My Scrobbles bot","username":"MyScrobblesbot"},"chat":{"id":-1001754214575,"title":"Chat: Clube do \u00c1lbum","username":"clubinhodoalbum2","type":"supergroup"},"date":1646013768,"text":"Darley escutou 27 vezes:\n\n\ud83c\udfb6 Fear of Dying\n\ud83d\udcbf Fear of Dying\n\ud83d\udc65 Poppy\n\u2764\ufe0f","entities":[{"offset":0,"length":6,"type":"bold"},{"offset":15,"length":2,"type":"italic"},{"offset":26,"length":2,"type":"text_link","url":"https://lastfm.freetls.fastly.net/i/u/300x300/6654e8b6d2980a25362eb08a3faccdc0.jpg"},{"offset":29,"length":13,"type":"bold"}]}}
web_1    | 2022-02-28T02:02:48.610013385Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.610016823Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.610020140Z [info] Sent 204 in 495µs
web_1    | 2022-02-28T02:02:48.610023568Z [info] Sent 204 in 488µs
web_1    | 2022-02-28T02:02:48.722101200Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.722782998Z [info] Sent 204 in 595µs
web_1    | 2022-02-28T02:02:48.733807986Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.734226100Z [info] Sent 204 in 302µs
web_1    | 2022-02-28T02:02:48.759267394Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.759876148Z [info] Sent 204 in 401µs
web_1    | 2022-02-28T02:02:48.760596882Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.760987203Z [info] Sent 204 in 273µs
web_1    | 2022-02-28T02:02:48.761994631Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.762323808Z [info] Sent 204 in 196µs
web_1    | 2022-02-28T02:02:48.764268402Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.764999441Z [info] Sent 204 in 510µs
web_1    | 2022-02-28T02:02:48.768073966Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.768608384Z [info] Sent 204 in 170µs
web_1    | 2022-02-28T02:02:48.769687802Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.770617493Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:02:48.771696803Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.772283530Z [info] Sent 204 in 410µs
web_1    | 2022-02-28T02:02:48.772830281Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.773358621Z [info] Sent 204 in 565µs
web_1    | 2022-02-28T02:02:48.773918379Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.774396549Z [info] Sent 204 in 381µs
web_1    | 2022-02-28T02:02:48.775515100Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.775918040Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.776554627Z [info] Sent 204 in 366µs
web_1    | 2022-02-28T02:02:48.776755866Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.777173001Z [info] Sent 204 in 528µs
web_1    | 2022-02-28T02:02:48.777989443Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.778653687Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.779240407Z [info] Sent 204 in 550µs
web_1    | 2022-02-28T02:02:48.779256523Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.779461371Z [info] Sent 204 in 990µs
web_1    | 2022-02-28T02:02:48.780175871Z [info] Sent 204 in 4ms
web_1    | 2022-02-28T02:02:48.780764644Z [info] Sent 204 in 2ms
web_1    | 2022-02-28T02:02:48.863407138Z [info] POST https://api.telegram.org/bot1993314727:AAHkFDgqq-NWCOW04DlnD1sZ78iRGgoig9w/sendMessage -> 200 (956.420 ms)
web_1    | 2022-02-28T02:02:48.863584593Z [debug] 
web_1    | 2022-02-28T02:02:48.863598143Z >>> REQUEST >>>
web_1    | 2022-02-28T02:02:48.863604323Z (no query)
web_1    | 2022-02-28T02:02:48.863609399Z content-type: application/json
web_1    | 2022-02-28T02:02:48.863614818Z 
web_1    | 2022-02-28T02:02:48.863627433Z {"chat_id":979283787,"parse_mode":"HTML","text":"<b>henri</b> escutou <i>61</i> vezes:\n\n🎶 <b>ECLIPSE</b>\n💿 SPINNING TOP : BETWEEN SECURITY &amp; INSECURITY\n👥 GOT7\n"}
web_1    | 2022-02-28T02:02:48.863636888Z 
web_1    | 2022-02-28T02:02:48.863641942Z <<< RESPONSE <<<
web_1    | 2022-02-28T02:02:48.863647576Z connection: keep-alive
web_1    | 2022-02-28T02:02:48.863652825Z date: Mon, 28 Feb 2022 02:02:48 GMT
web_1    | 2022-02-28T02:02:48.863658134Z server: nginx/1.18.0
web_1    | 2022-02-28T02:02:48.863663349Z content-length: 506
web_1    | 2022-02-28T02:02:48.863668559Z content-type: application/json
web_1    | 2022-02-28T02:02:48.863674308Z strict-transport-security: max-age=31536000; includeSubDomains; preload
web_1    | 2022-02-28T02:02:48.863679867Z access-control-allow-origin: *
web_1    | 2022-02-28T02:02:48.863685224Z access-control-allow-methods: GET, POST, OPTIONS
web_1    | 2022-02-28T02:02:48.863690936Z access-control-expose-headers: Content-Length,Content-Type,Date,Server,Connection
web_1    | 2022-02-28T02:02:48.863696221Z 
web_1    | 2022-02-28T02:02:48.863701916Z {"ok":true,"result":{"message_id":137796,"from":{"id":1993314727,"is_bot":true,"first_name":"My Scrobbles bot","username":"MyScrobblesbot"},"chat":{"id":979283787,"first_name":"henri","username":"i97DK","type":"private"},"date":1646013768,"text":"henri escutou 61 vezes:\n\n\ud83c\udfb6 ECLIPSE\n\ud83d\udcbf SPINNING TOP : BETWEEN SECURITY & INSECURITY\n\ud83d\udc65 GOT7","entities":[{"offset":0,"length":5,"type":"bold"},{"offset":14,"length":2,"type":"italic"},{"offset":28,"length":7,"type":"bold"}]}}
web_1    | 2022-02-28T02:02:48.909874235Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.910692551Z [info] Sent 204 in 303µs
web_1    | 2022-02-28T02:02:48.912711079Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.915908034Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.916303999Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:02:48.917866981Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.918555018Z [info] Sent 204 in 329µs
web_1    | 2022-02-28T02:02:48.926219413Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.926456999Z [info] Sent 204 in 234µs
web_1    | 2022-02-28T02:02:48.926475752Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.926481860Z [info] Sent 204 in 253µs
web_1    | 2022-02-28T02:02:48.926487348Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.926501747Z [info] Sent 204 in 722µs
web_1    | 2022-02-28T02:02:48.926507071Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.926511977Z [info] Sent 204 in 169µs
web_1    | 2022-02-28T02:02:48.926668566Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.927173538Z [info] Sent 204 in 188µs
web_1    | 2022-02-28T02:02:48.928195311Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.928890302Z [info] Sent 204 in 240µs
web_1    | 2022-02-28T02:02:48.929720643Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.930684379Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.931601902Z [info] Sent 204 in 352µs
web_1    | 2022-02-28T02:02:48.931618579Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.931938233Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:02:48.931953596Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.932689995Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.933441028Z [info] Sent 204 in 993µs
web_1    | 2022-02-28T02:02:48.933457613Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.934436828Z [info] Sent 204 in 988µs
web_1    | 2022-02-28T02:02:48.934740919Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:02:48.934757152Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.935554567Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:48.935810704Z [info] Sent 204 in 511µs
web_1    | 2022-02-28T02:02:48.936399318Z [info] Sent 204 in 5ms
web_1    | 2022-02-28T02:02:48.937123870Z [info] Sent 204 in 1ms
web_1    | 2022-02-28T02:02:48.939752440Z [info] Publishing in MyScrobblesBot.Events.TelegramMessage
web_1    | 2022-02-28T02:02:48.939922920Z [info] Message enqueued for later processing
web_1    | 2022-02-28T02:02:48.939936005Z [info] Sent 204 in 26ms
web_1    | 2022-02-28T02:02:48.946801024Z [info] Elixir.MyScrobblesBot.Telegram.Consumers.MessageHandler handling message
web_1    | 2022-02-28T02:02:48.947510100Z [info] Processing message "137605" with handler MyScrobblesBot.Telegram.Handlers.CommandHandler
web_1    | 2022-02-28T02:02:48.947530398Z %MyScrobblesBot.Telegram.Message{
web_1    | 2022-02-28T02:02:48.947547065Z   chat_id: "775366904",
web_1    | 2022-02-28T02:02:48.947552637Z   chat_type: "private",
web_1    | 2022-02-28T02:02:48.947557708Z   from: %MyScrobblesBot.Telegram.Message.From{
web_1    | 2022-02-28T02:02:48.947563598Z     first_name: "vinicius",
web_1    | 2022-02-28T02:02:48.947569268Z     id: nil,
web_1    | 2022-02-28T02:02:48.947574766Z     language_code: "pt-br",
web_1    | 2022-02-28T02:02:48.947580108Z     telegram_id: "775366904",
web_1    | 2022-02-28T02:02:48.947589816Z     username: nil
web_1    | 2022-02-28T02:02:48.947594975Z   },
web_1    | 2022-02-28T02:02:48.947599931Z   id: nil,
web_1    | 2022-02-28T02:02:48.947604868Z   message_id: "137605",
web_1    | 2022-02-28T02:02:48.947609982Z   reply_to_message: nil,
web_1    | 2022-02-28T02:02:48.947615276Z   text: "/msregister"
web_1    | 2022-02-28T02:02:48.947620180Z }
web_1    | 2022-02-28T02:02:49.002394084Z {:ok,
web_1    | 2022-02-28T02:02:49.002440819Z  %{
web_1    | 2022-02-28T02:02:49.002447692Z    chat_id: -1001212107803,
web_1    | 2022-02-28T02:02:49.002453225Z    parse_mode: "HTML",
web_1    | 2022-02-28T02:02:49.002458937Z    text: "<b>goo</b> is listening for the <b>27th</b> time to:\n\n<a href=\"https://lastfm.freetls.fastly.net/i/u/300x300/be2ef5be73d77b23ff56ba3b54922e4a.jpg\">🎶</a> <b>Cowboy Style</b>\n💿 Impossible Princess (Deluxe Edition)\n👥 Kylie Minogue\n"
web_1    | 2022-02-28T02:02:49.002469293Z  }}
web_1    | 2022-02-28T02:02:49.010559830Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.011039504Z [info] Sent 204 in 272µs
web_1    | 2022-02-28T02:02:49.011221737Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.011669099Z [info] Sent 204 in 628µs
web_1    | 2022-02-28T02:02:49.012258895Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.012716399Z [info] Sent 204 in 332µs
web_1    | 2022-02-28T02:02:49.013223812Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.013841143Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.014303717Z [info] Sent 204 in 562µs
web_1    | 2022-02-28T02:02:49.014381603Z [info] Sent 204 in 849µs
web_1    | 2022-02-28T02:02:49.023239537Z [warning] Description: 'Authenticity is not established by certificate path validation'
web_1    | 2022-02-28T02:02:49.023273727Z      Reason: 'Option {verify, verify_peer} and cacertfile/cacerts is missing'
web_1    | 2022-02-28T02:02:49.023280269Z 
web_1    | 2022-02-28T02:02:49.104021496Z [debug] QUERY OK source="users" db=121.6ms decode=6.1ms idle=134.3ms
web_1    | 2022-02-28T02:02:49.104070489Z SELECT u0."id", u0."is_premium?", u0."last_fm_username", u0."telegram_id", u0."inserted_at", u0."updated_at" FROM "users" AS u0 WHERE (u0."telegram_id" = $1) ["775366904"]
web_1    | 2022-02-28T02:02:49.104079430Z {:ok,
web_1    | 2022-02-28T02:02:49.104084919Z  %{
web_1    | 2022-02-28T02:02:49.104090122Z    chat_id: 775366904,
web_1    | 2022-02-28T02:02:49.104095376Z    parse_mode: "HTML",
web_1    | 2022-02-28T02:02:49.104101219Z    reply_to_message_id: "137605",
web_1    | 2022-02-28T02:02:49.104106793Z    text: "<i>Usuário não encontrado, você já se registrou?  registre com \"/msregister seuuserdolastfm\", trocando seuuserdolastfm pelo seu user do last fm.</i>"
web_1    | 2022-02-28T02:02:49.104115027Z  }}
web_1    | 2022-02-28T02:02:49.104121260Z [warning] Description: 'Authenticity is not established by certificate path validation'
web_1    | 2022-02-28T02:02:49.104127190Z      Reason: 'Option {verify, verify_peer} and cacertfile/cacerts is missing'
web_1    | 2022-02-28T02:02:49.104132664Z 
web_1    | 2022-02-28T02:02:49.277024779Z [info] POST https://api.telegram.org/bot1993314727:AAHkFDgqq-NWCOW04DlnD1sZ78iRGgoig9w/sendPhoto -> 200 (1126.756 ms)
web_1    | 2022-02-28T02:02:49.277072441Z [debug] 
web_1    | 2022-02-28T02:02:49.277077338Z >>> REQUEST >>>
web_1    | 2022-02-28T02:02:49.277081164Z (no query)
web_1    | 2022-02-28T02:02:49.277084640Z content-type: application/json
web_1    | 2022-02-28T02:02:49.277088241Z 
web_1    | 2022-02-28T02:02:49.277091724Z {"caption":"<b>zuly</b> is listening for the <b>4th</b> time to:\n\n🎶 <b>TANK</b>\n💿 AD MARE\n👥 NMIXX\n","chat_id":-1001176710138,"parse_mode":"HTML","photo":"https://lastfm.freetls.fastly.net/i/u/300x300/86ebef5446dd101ceb6cd84b26e5769a.jpg"}
web_1    | 2022-02-28T02:02:49.277098867Z 
web_1    | 2022-02-28T02:02:49.277102148Z <<< RESPONSE <<<
web_1    | 2022-02-28T02:02:49.277105817Z connection: keep-alive
web_1    | 2022-02-28T02:02:49.277109358Z date: Mon, 28 Feb 2022 02:02:49 GMT
web_1    | 2022-02-28T02:02:49.277112844Z server: nginx/1.18.0
web_1    | 2022-02-28T02:02:49.277116099Z content-length: 887
web_1    | 2022-02-28T02:02:49.277119448Z content-type: application/json
web_1    | 2022-02-28T02:02:49.277122938Z strict-transport-security: max-age=31536000; includeSubDomains; preload
web_1    | 2022-02-28T02:02:49.277126436Z access-control-allow-origin: *
web_1    | 2022-02-28T02:02:49.277129747Z access-control-allow-methods: GET, POST, OPTIONS
web_1    | 2022-02-28T02:02:49.277133245Z access-control-expose-headers: Content-Length,Content-Type,Date,Server,Connection
web_1    | 2022-02-28T02:02:49.277136685Z 
web_1    | 2022-02-28T02:02:49.277140082Z {"ok":true,"result":{"message_id":817063,"from":{"id":1993314727,"is_bot":true,"first_name":"My Scrobbles bot","username":"MyScrobblesbot"},"chat":{"id":-1001176710138,"title":"Orbits #QUEENDOM_2","username":"loonaverse","type":"supergroup"},"date":1646013768,"photo":[{"file_id":"AgACAgQAAx0ERiMr-gABDHenYhwtSDqwxQbe5EfaPwXToA0VrrIAAlStMRsY-q1Qckwy_ztP9LYBAAMCAANzAAMjBA","file_unique_id":"AQADVK0xGxj6rVB4","file_size":1631,"width":90,"height":90},{"file_id":"AgACAgQAAx0ERiMr-gABDHenYhwtSDqwxQbe5EfaPwXToA0VrrIAAlStMRsY-q1Qckwy_ztP9LYBAAMCAANtAAMjBA","file_unique_id":"AQADVK0xGxj6rVBy","file_size":24575,"width":300,"height":300}],"caption":"zuly is listening for the 4th time to:\n\n\ud83c\udfb6 TANK\n\ud83d\udcbf AD MARE\n\ud83d\udc65 NMIXX","caption_entities":[{"offset":0,"length":4,"type":"bold"},{"offset":26,"length":3,"type":"bold"},{"offset":43,"length":4,"type":"bold"}]}}
web_1    | 2022-02-28T02:02:49.425181788Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.425960354Z [info] Sent 204 in 650µs
web_1    | 2022-02-28T02:02:49.427947532Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.428470621Z [info] Sent 204 in 538µs
web_1    | 2022-02-28T02:02:49.432847722Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.440925323Z [info] Sent 204 in 8ms
web_1    | 2022-02-28T02:02:49.441228937Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.442978270Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.443457944Z [info] Sent 204 in 300µs
web_1    | 2022-02-28T02:02:49.443943222Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.444316082Z [info] Sent 204 in 271µs
web_1    | 2022-02-28T02:02:49.444747528Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.445140868Z [info] Sent 204 in 276µs
web_1    | 2022-02-28T02:02:49.445693350Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.461487833Z [info] Sent 204 in 15ms
web_1    | 2022-02-28T02:02:49.462429737Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.462932693Z [info] Sent 204 in 409µs
web_1    | 2022-02-28T02:02:49.463973975Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.464647305Z [info] Sent 204 in 341µs
web_1    | 2022-02-28T02:02:49.464751205Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.465867044Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.466481412Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.467164352Z [info] Sent 204 in 507µs
web_1    | 2022-02-28T02:02:49.467267321Z [info] Sent 204 in 911µs
web_1    | 2022-02-28T02:02:49.468393733Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.468951598Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.469425021Z [info] Sent 204 in 428µs
web_1    | 2022-02-28T02:02:49.469443254Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.469767971Z [info] Sent 204 in 755µs
web_1    | 2022-02-28T02:02:49.469783968Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:02:49.470105715Z [info] Sent 204 in 769µs
web_1    | 2022-02-28T02:02:49.470122475Z [info] Sent 204 in 644µs
web_1    | 2022-02-28T02:02:49.526751603Z [info] Publishing in MyScrobblesBot.Events.TelegramMessage
web_1    | 2022-02-28T02:02:49.527021845Z [error] Failed handling telegram webhook with false, answering 204
web_1    | 2022-02-28T02:02:49.527037603Z [info] Sent 204 in 61ms
web_1    | 2022-02-28T02:02:49.536548106Z [info] Message enqueued for later processing
web_1    | 2022-02-28T02:02:49.539202320Z [info] Sent 204 in 95ms
web_1    | 2022-02-28T02:02:49.539780364Z [info] POST https://api.telegram.org/bot1993314727:AAHkFDgqq-NWCOW04DlnD1sZ78iRGgoig9w/sendMessage -> 200 (1284.987 ms)
web_1    | 2022-02-28T02:02:49.540164177Z %MyScrobblesBot.Telegram.Message{
web_1    | 2022-02-28T02:02:49.540199506Z   chat_id: "-1001493855737",
web_1    | 2022-02-28T02:02:49.540207716Z   chat_type: "supergroup",
web_1    | 2022-02-28T02:02:49.540213571Z   from: %MyScrobblesBot.Telegram.Message.From{
web_1    | 2022-02-28T02:02:49.540220027Z     first_name: "Wallefer",
web_1    | 2022-02-28T02:02:49.540225501Z     id: nil,
web_1    | 2022-02-28T02:02:49.540230867Z     language_code: nil,
web_1    | 2022-02-28T02:02:49.540236221Z     telegram_id: "1349980858",
web_1    | 2022-02-28T02:02:49.540241417Z     username: "CWAAlves"
web_1    | 2022-02-28T02:02:49.540246679Z   },
web_1    | 2022-02-28T02:02:49.540251856Z   id: nil,
web_1    | 2022-02-28T02:02:49.540256836Z   message_id: "213668",
web_1    | 2022-02-28T02:02:49.540261882Z   reply_to_message: nil,
web_1    | 2022-02-28T02:02:49.540267047Z   text: "/lt"
web_1    | 2022-02-28T02:02:49.540272755Z }
web_1    | 2022-02-28T02:02:49.540418384Z [info] Elixir.MyScrobblesBot.Telegram.Consumers.MessageHandler handling message
web_1    | 2022-02-28T02:02:49.540431395Z [debug] 
web_1    | 2022-02-28T02:02:49.540454333Z >>> REQUEST >>>
web_1    | 2022-02-28T02:02:49.540461781Z (no query)
web_1    | 2022-02-28T02:02:49.540466870Z content-type: application/json
web_1    | 2022-02-28T02:02:49.540472329Z 
web_1    | 2022-02-28T02:02:49.540477234Z {"chat_id":1802447348,"parse_mode":"HTML","text":"<b>irene</b> listened <i>17</i> times to:\n\n<a href=\"https://lastfm.freetls.fastly.net/i/u/300x300/410a74fbd2a439b6f63dafa2576ef026.jpg\">🎶</a> <b>Super Yuppers!</b>\n💿 Super Yuppers!\n👥 WJSN CHOCOME\n"}
web_1    | 2022-02-28T02:02:49.540487193Z 
web_1    | 2022-02-28T02:02:49.540491997Z <<< RESPONSE <<<
web_1    | 2022-02-28T02:02:49.540497694Z connection: keep-alive
web_1    | 2022-02-28T02:02:49.540502888Z date: Mon, 28 Feb 2022 02:02:49 GMT
web_1    | 2022-02-28T02:02:49.540507987Z server: nginx/1.18.0
web_1    | 2022-02-28T02:02:49.540512523Z content-length: 613
web_1    | 2022-02-28T02:02:49.540517547Z content-type: application/json
web_1    | 2022-02-28T02:02:49.540523176Z strict-transport-security: max-age=31536000; includeSubDomains; preload
web_1    | 2022-02-28T02:02:49.540528192Z access-control-allow-origin: *
web_1    | 2022-02-28T02:02:49.540532954Z access-control-allow-methods: GET, POST, OPTIONS
web_1    | 2022-02-28T02:02:49.540557777Z access-control-expose-headers: Content-Length,Content-Type,Date,Server,Connection
web_1    | 2022-02-28T02:02:49.540563017Z 
web_1    | 2022-02-28T02:02:49.540568982Z {"ok":true,"result":{"message_id":137797,"from":{"id":1993314727,"is_bot":true,"first_name":"My Scrobbles bot","username":"MyScrobblesbot"},"chat":{"id":1802447348,"first_name":"irene","type":"private"},"date":1646013769,"text":"irene listened 17 times to:\n\n\ud83c\udfb6 Super Yuppers!\n\ud83d\udcbf Super Yuppers!\n\ud83d\udc65 WJSN CHOCOME","entities":[{"offset":0,"length":5,"type":"bold"},{"offset":15,"length":2,"type":"italic"},{"offset":29,"length":2,"type":"text_link","url":"https://lastfm.freetls.fastly.net/i/u/300x300/410a74fbd2a439b6f63dafa2576ef026.jpg"},{"offset":32,"length":14,"type":"bold"}]}}
web_1    | 2022-02-28T02:02:49.540581696Z [info] Processing message "213668" with handler MyScrobblesBot.Telegram.Handlers.CommandHandler
web_1    | 2022-02-28T02:02:49.732979298Z [info] POST https://api.telegram.org/bot1993314727:AAHkFDgqq-NWCOW04DlnD1sZ78iRGgoig9w/sendMessage -> 200 (1471.525 ms)
web_1    | 2022-02-28T02:02:49.733256057Z [debug] 
web_1    | 2022-02-28T02:02:49.733276781Z >>> REQUEST >>>
web_1    | 2022-02-28T02:02:49.733283153Z (no query)
web_1    | 2022-02-28T02:02:49.733288566Z content-type: application/json
web_1    | 2022-02-28T02:02:49.733293740Z 
